,strain,stest,rtrain,rtest
0,,0.3422247935369782,,0.3563670862191803
1,,0.35195449041004095,,0.3987932290824892
2,,0.41812609645352905,,0.4032994599812266
3,,0.4104619457051022,,0.4235346363876878
4,,0.47100688019714887,,0.3835903370112782
5,,0.4279562726651127,,0.3305342985663795
6,,0.43152118146752083,,0.3915428740441749
7,,0.3649301748537524,,0.3712931012811864
8,,0.3976441688794111,,0.4418639165817181
9,,0.4203396090372024,,0.33971566590193225
10,,0.4264619724830354,,0.4414092166663285
11,,0.4252745281400263,,0.3434869696889501
12,,0.3671092282459456,,0.4239052924167573
13,,0.47785865648116055,,0.3716328548014899
14,,0.3532385236954974,,0.44282654519196535
15,,0.37369015466694355,,0.41479309622056265
16,,0.3917980138519066,,0.36937628995132726
17,,0.4264829164685195,,0.44690636838899817
18,,0.28193861771302414,,0.32480021558379474
19,,0.36156984237153383,,0.42628378175807696
20,,0.3543761901933991,,0.42798775291823976
21,,0.43239534500628113,,0.4480291782108153
22,,0.4059540136257117,,0.44133214248581926
23,,0.34724646663674685,,0.37553122182785365
24,,0.37302923643968106,,0.4074993038180283
25,,0.38657088484678626,,0.5821463769791251
26,,0.3831543141822023,,0.36392555483792616
27,,0.4695621610598485,,0.43511248551776494
28,,0.4430522797880482,,0.45208468485564224
29,,0.3650595225048492,,0.3356228357426735
30,,0.3404265918219805,,0.29002027741234837
31,,0.4563213245108303,,0.4236780986995611
32,,0.40332620142185416,,0.3674694144016737
33,,0.4397649301431734,,0.42419498658409316
34,,0.4196736079234873,,0.39373788933947607
35,,0.28863952712990987,,0.42791878578297904
36,,0.36662483956128844,,0.4124167258956589
37,,0.3894336209137374,,0.42335403579410613
38,,0.4809146757585095,,0.4440163818139575
39,,0.3779797628335863,,0.3395504106319098
40,,0.35882698657744555,,0.38177236945383436
41,,0.4048015124107075,,0.36859033031397165
42,,0.3822019823763175,,0.3307108659482304
43,,0.3255310526499309,,0.4350301488004085
44,,0.3885959504889213,,0.46424477252673807
45,,0.3033269265255613,,0.346908921430462
46,,0.42072424358232585,,0.35588055075611347
47,,0.3731103545583967,,0.41637387188344255
48,,0.35651875429201674,,0.3865401074384644
49,,0.40353152721155,,0.3659794220366217
