,strain,stest,rtrain,rtest
0,,0.5748230467064457,,0.7669951891498031
1,,0.7641194393679294,,0.5795752446248955
2,,0.6391279919553087,,0.5779186605723619
3,,0.5450830891189321,,0.6063393764776785
4,,0.7647731244010055,,0.619314630791791
5,,0.6563592682271796,,0.8000125013218542
6,,0.6561701583475137,,0.6402455767820662
7,,0.7114965131978443,,0.6083578127745854
8,,0.5914140796727415,,0.6075811210750434
9,,0.6288407820795286,,0.6223379628378187
10,,0.7442156421748037,,0.5712609763203056
11,,0.6141084914422209,,0.6677009343127132
12,,0.9364941646287389,,0.6327842075675587
13,,0.6649460893619544,,0.5820697432505026
14,,0.9730574979271319,,0.9683525937224166
15,,0.7301830550731742,,0.6116196034869621
16,,0.6977237199608995,,0.7306339654921513
17,,0.7303781602501426,,0.9297163132510996
18,,0.6378994870240483,,0.8567351302453957
19,,0.7035131206249117,,0.6350828559069577
20,,0.6433845643935069,,0.7063449590898011
21,,0.6175918432787957,,0.7929534112129457
22,,0.8419612294974468,,0.6946503093589959
23,,0.6097041554904832,,0.7712319257903018
24,,0.6573767410046419,,0.7573698620979196
25,,0.5997689159680866,,0.6560733663565979
26,,0.6780170604527785,,0.5515081014313604
27,,0.668498864078047,,0.6250464468969209
28,,0.6700654817891281,,0.6273616632079015
29,,0.8132936566226988,,0.6954537754029473
30,,0.7731686351946578,,0.5866318748368999
31,,0.7476871401646233,,0.6212567718428539
32,,0.5887544132434904,,0.5878145900508273
33,,0.6272695377542619,,0.794738297087973
34,,0.622792711957646,,0.5590043464402003
35,,0.847258149722973,,0.6670548867423021
36,,0.6784839453458298,,0.9132916055809566
37,,0.7640962241472302,,0.8532257500833828
38,,0.6749496858638576,,1.0535291738221175
39,,0.6264940017792208,,0.585512971772932
40,,0.5778374506340506,,0.6043676304640495
41,,0.6675968654793402,,0.6909556507460473
42,,0.6358768676783929,,0.6580069023580726
43,,1.2816197136905025,,0.7512962953072667
44,,0.6157289823801605,,0.6154547407837372
45,,0.8628226377519966,,0.5860250822161852
46,,0.5673599118742226,,0.5606153151382018
47,,0.7105392562441728,,0.5698780641516811
48,,0.6071057548012612,,1.1797567037997179
49,,0.7889245520922187,,0.6866224745679526
