,strain,stest,rtrain,rtest
0,,0.011232878800307008,,0.0072256131141248
1,,0.002920196727697152,,0.0041471793385405445
2,,0.018688275430215402,,0.005214123658196897
3,,0.004414871532558477,,0.00981082398489672
4,,0.010658740856574013,,0.005101112216727404
5,,0.004683180495921614,,0.0062497076770941665
6,,0.003626477528145288,,0.005168475913555072
7,,0.007214738024003475,,0.003919456537924268
8,,0.004077335049745863,,0.005209485649170707
9,,0.003863500870885523,,0.00319255520306519
10,,0.00860890873367712,,0.006335002212921994
11,,0.00498268992408999,,0.007707099384496089
12,,0.017264658781499274,,0.02739877425800544
13,,0.004652989535649322,,0.005527649607779289
14,,0.021127059924393506,,0.008706321846922988
15,,0.006948934711323534,,0.0035521942037125697
16,,0.005412497264841656,,0.02060230962960467
17,,0.005110249711988031,,0.008532756714760614
18,,0.012655808084400352,,0.011669508792940183
19,,0.003208012716869948,,0.004173539989554541
20,,0.01286157786918465,,0.002275525240229786
21,,0.009112848147085283,,0.01716701406895868
22,,0.01821381467333536,,0.013945667376383307
23,,0.005840958363162527,,0.007685533957596648
24,,0.0025161646500895685,,0.0064671829034485765
25,,0.009061849961969392,,0.006748077854527857
26,,0.004566196434348457,,0.002529048885492213
27,,0.006830159825271221,,0.0098331362303338
28,,0.009913313247565909,,0.006276569389622254
29,,0.009664366954333264,,0.0029189291287037445
30,,0.007015358803990848,,0.00453717009082273
31,,0.007497215866460952,,0.002606391440748519
32,,0.01841587741688556,,0.003150319992296202
33,,0.004682433287236075,,0.0029412118164590904
34,,0.016987385593118545,,0.003581182731876879
35,,0.006062927550721164,,0.0027011921888394296
36,,0.008862624537179238,,0.0052471328307150174
37,,0.0036374326249557654,,0.004538303627782585
38,,0.0037611969054785516,,0.003489803529106143
39,,0.003399975960283106,,0.002660483080683918
40,,0.005295182169742498,,0.011184712182534376
41,,0.0045483163869842694,,0.009646512042829257
42,,0.008525390940247441,,0.006201175567184417
43,,0.004926176234797986,,0.004050856777201957
44,,0.014584183037416876,,0.012569645201260988
45,,0.006533129703016594,,0.0030178613182181313
46,,0.006495754716180821,,0.004199372724787291
47,,0.004536102478560402,,0.007879197745619414
48,,0.0058561062913448075,,0.005590110373525731
49,,0.016117377755466268,,0.004360970919245036
